Grande Prairie,Grande Prairie Airport,YQU,55.1796989441,-118.885002136
Gander,Gander International Airport,YQX,48.9369010925293,-54.56809997558594
Sydney,Sydney / J.A. Douglas McCurdy Airport,YQY,46.1614,-60.047798
Quesnel,Quesnel Airport,YQZ,53.026100158691406,-122.51000213623048
Resolute,Resolute Bay Airport,YRB,74.7169036865,-94.9693984985
Rankin Inlet,Rankin Inlet Airport,YRT,62.8114013672,-92.1157989502
Sudbury,Sudbury Airport,YSB,46.625,-80.79889678955078
St. John,Saint John Airport,YSJ,45.31610107421875,-65.89029693603516
Fort Smith,Fort Smith Airport,YSM,60.020301818847656,-111.96199798583984
Sachs Harbour,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,71.9938964844,-125.242996216
Cape Dorset,Cape Dorset Airport,YTE,64.2300033569,-76.5267028809
Thompson,Thompson Airport,YTH,55.80110168457031,-97.86419677734376
Timmins,Timmins/Victor M. Power,YTS,48.5696983337,-81.376701355
Toronto,Billy Bishop Toronto City Centre Airport,YTZ,43.627499,-79.396202
Tuktoyaktuk,Tuktoyaktuk Airport,YUB,69.43329620361328,-133.0260009765625
Montreal,Montreal / Pierre Elliott Trudeau International Airport,YUL,45.4706001282,-73.7407989502
Repulse Bay,Repulse Bay Airport,YUT,66.5214004517,-86.22470092770001
Hall Beach,Hall Beach Airport,YUX,68.77610015869999,-81.2425
Rouyn,Rouyn Noranda Airport,YUY,48.20610046386719,-78.83560180664062
Broughton Island,Qikiqtarjuaq Airport,YVM,67.5457992554,-64.03140258789999
Val D'or,Val-d'Or Airport,YVO,48.0532989502,-77.7827987671
Quujjuaq,Kuujjuaq Airport,YVP,58.096099853515625,-68.4269027709961
Norman Wells,Norman Wells Airport,YVQ,65.28160095214844,-126.7979965209961
Vancouver,Vancouver International Airport,YVR,49.193901062,-123.183998108
Winnipeg,Winnipeg / James Armstrong Richardson International Airport,YWG,49.9099998474,-97.2398986816
Wabush,Wabush Airport,YWK,52.92190170288086,-66.8644027709961
Williams Lake,Williams Lake Airport,YWL,52.1831016541,-122.054000854
Cranbrook,Cranbrook/Canadian Rockies International Airport,YXC,49.610801696777,-115.78199768066
Saskatoon,Saskatoon John G. Diefenbaker International Airport,YXE,52.17079925537109,-106.6999969482422
Medicine Hat,Medicine Hat Airport,YXH,50.01890182495117,-110.72100067138672
Fort Saint John,Fort St John Airport,YXJ,56.23809814453125,-120.73999786376952
Sioux Lookout,Sioux Lookout Airport,YXL,50.11389923095703,-91.9052963256836
Pangnirtung,Pangnirtung Airport,YXP,66.1449966431,-65.71360015869999
Prince George,Prince George Airport,YXS,53.8894004822,-122.679000854
Terrace,Northwest Regional Airport Terrace-Kitimat,YXT,54.468498,-128.576009
London,London Airport,YXU,43.035599,-81.1539
Abbotsford,Abbotsford Airport,YXX,49.025299072265625,-122.36100006103516
Whitehorse,Whitehorse / Erik Nielsen International Airport,YXY,60.7095985413,-135.067001343
North Bay,North Bay Jack Garland Airport,YYB,46.363602,-79.422798
Calgary,Calgary International Airport,YYC,51.113899231,-114.019996643
Smithers,Smithers Airport,YYD,54.82469940185547,-127.18299865722656
Fort Nelson,Fort Nelson Airport,YYE,58.8363990784,-122.597000122
Penticton,Penticton Airport,YYF,49.46310043334961,-119.60199737548828
Charlottetown,Charlottetown Airport,YYG,46.290000915527344,-63.12110137939453
Spence Bay,Taloyoak Airport,YYH,69.5466995239,-93.5766983032
Victoria,Victoria International Airport,YYJ,48.646900177,-123.426002502
Churchill,Churchill Airport,YYQ,58.739200592041016,-94.06500244140624
Goose Bay,Goose Bay Airport,YYR,53.3191986084,-60.4258003235
St. John's,St. John's International Airport,YYT,47.618598938,-52.7518997192
Kapuskasing,Kapuskasing Airport,YYU,49.41389846801758,-82.46749877929688
Mont Joli,Mont Joli Airport,YYY,48.60860061645508,-68.20809936523438
Toronto,Lester B. Pearson International Airport,YYZ,43.6772003174,-79.63059997559999
Yellowknife,Yellowknife Airport,YZF,62.462799072265625,-114.44000244140624
Sandspit,Sandspit Airport,YZP,53.25429916379999,-131.813995361
Sarnia,Chris Hadfield Airport,YZR,42.9994010925293,-82.30889892578125
Port Hardy,Port Hardy Airport,YZT,50.68059921264648,-127.36699676513672
Sept-iles,Sept-Îles Airport,YZV,50.22330093383789,-66.2656021118164
Fort Mcpherson,Fort Mcpherson Airport,ZFM,67.40750122070312,-134.86099243164062
Bejaja,Soummam Airport,BJA,36.7120018005,5.0699200630200005
Algier,Houari Boumediene Airport,ALG,36.69100189208984,3.215409994125366
Djanet,Djanet Inedbirene Airport,DJG,24.292801,9.45244
Tamanrasset,Aguenar – Hadj Bey Akhamok Airport,TMR,22.8115005493,5.45107984543
Mecheria,Mecheria Airport,MZW,33.535900116,-0.242353007197
Annaba,Rabah Bitat Airport,AAE,36.822201,7.809174
Constantine,Mohamed Boudiaf International Airport,CZL,36.2760009765625,6.620389938354492
Tebessa,Cheikh Larbi Tébessi Airport,TEE,35.4315986633,8.12071990967
Tilrempt,Hassi R'Mel Airport,HRM,32.93040084838867,3.311539888381958
Tiaret,Bou Chekif Airport,TID,35.3410987854,1.46315002441
Ech-cheliff,Ech Cheliff Airport,CFK,36.2126998901,1.33176994324
Tlemcen,Zenata – Messali El Hadj Airport,TLM,35.0167007446,-1.45000004768
Oran,Es Senia Airport,ORN,35.6239013672,-0.6211829781529999
Ghriss,Ghriss Airport,MUW,35.207698822021484,0.1471419930458068
Adrar,Touat Cheikh Sidi Mohamed Belkebir Airport,AZR,27.83760070800781,-0.1864140033721923
Biskra,Biskra Airport,BSK,34.7933006287,5.73823022842
El Golea,El Golea Airport,ELG,30.5713005065918,2.8595900535583496
Ghardaia,Noumérat - Moufdi Zakaria Airport,GHA,32.38410186767578,3.794110059738159
Hassi Messaoud,Oued Irara Airport,HME,31.6730003357,6.140439987180001
In Salah,In Salah Airport,INZ,27.2509994507,2.51202011108
Touggourt,Touggourt Sidi Madhi Airport,TGR,33.06779861450195,6.088669776916504
Ouargla,Ain el Beida Airport,OGX,31.917200088500977,5.412779808044434
Zarzaitine,In Aménas Airport,IAM,28.0515,9.64291
Cotonou,Cadjehoun Airport,COO,6.357230186462402,2.384350061416626
Ouagadougou,Ouagadougou Airport,OUA,12.3532,-1.51242
Bobo-dioulasso,Bobo Dioulasso Airport,BOY,11.160099983215332,-4.33096981048584
Accra,Kotoka International Airport,ACC,5.605189800262451,-0.1667860001325607
Tamale,Tamale Airport,TML,9.55718994140625,-0.8632140159606934
Sunyani,Sunyani Airport,NYI,7.361830234527588,-2.3287599086761475
Takoradi,Takoradi Airport,TKD,4.896059989929199,-1.7747600078582764
Abidjan,Port Bouet Airport,ABJ,5.261390209197998,-3.9262900352478014
Abuja,Nnamdi Azikiwe International Airport,ABV,9.006790161132812,7.263169765472412
Benin,Benin Airport,BNI,6.316979885101318,5.599500179290772
Calabar,Margaret Ekpo International Airport,CBQ,4.976019859313965,8.347200393676758
Enugu,Akanu Ibiam International Airport,ENU,6.474269866943359,7.561960220336914
Ibadan,Ibadan Airport,IBA,7.362460136413574,3.97832989692688
Ilorin,Ilorin International Airport,ILR,8.440210342407227,4.493919849395752
Jos,Yakubu Gowon Airport,JOS,9.639829635620115,8.869050025939941
Kaduna,Kaduna Airport,KAD,10.696000099182127,7.320109844207764
Kano,Mallam Aminu International Airport,KAN,12.0476,8.52462
Lagos,Murtala Muhammed International Airport,LOS,6.5773701667785645,3.321160078048706
Port Hartcourt,Port Harcourt International Airport,PHC,5.0154900550842285,6.94959020614624
Sokoto,Sadiq Abubakar III International Airport,SKO,12.916299819946287,5.207190036773682
Yola,Yola Airport,YOL,9.257550239562988,12.430399894714355
Niamey,Diori Hamani International Airport,NIM,13.4815,2.18361
Monastir,Monastir Habib Bourguiba International Airport,MIR,35.75809860229492,10.75469970703125
Tunis,Tunis Carthage International Airport,TUN,36.85100173950195,10.22719955444336
Gafsa,Gafsa Ksar International Airport,GAF,34.422000885009766,8.822500228881836
Gabes,Gabès Matmata International Airport,GAE,33.87689971923828,10.103300094604492
Djerba,Djerba Zarzis International Airport,DJE,33.875,10.775500297546388
Sfax,Sfax Thyna International Airport,SFA,34.71799850463867,10.690999984741213
Tozeur,Tozeur Nefta International Airport,TOE,33.939701080322266,8.110560417175293
Lome,Lomé-Tokoin Airport,LFW,6.165609836578369,1.2545100450515747
Antwerp,Antwerp International Airport (Deurne),ANR,51.1893997192,4.46027994156
Brussels,Brussels Airport,BRU,50.9014015198,4.48443984985
Charleroi,Brussels South Charleroi Airport,CRL,50.459202,4.45382
Liege,Liège Airport,LGG,50.63740158081055,5.443220138549805
Ostend,Ostend-Bruges International Airport,OST,51.1988983154,2.8622200489
Berlin,Berlin-Schönefeld Airport,SXF,52.380001,13.5225
Dresden,Dresden Airport,DRS,51.1328010559082,13.767200469970703
Erfurt,Erfurt Airport,ERF,50.97980117797852,10.958100318908691
Frankfurt,Frankfurt am Main Airport,FRA,50.033333,8.570556
Munster,Münster Osnabrück Airport,FMO,52.134601593,7.68483018875
Hamburg,Hamburg Airport,HAM,53.630401611328,9.9882297515869
Cologne,Cologne Bonn Airport,CGN,50.8658981323,7.1427397728
Duesseldorf,Düsseldorf Airport,DUS,51.289501,6.76678
Munich,Munich Airport,MUC,48.353802,11.7861
Nuernberg,Nuremberg Airport,NUE,49.498699,11.078056
Leipzig,Leipzig/Halle Airport,LEJ,51.423889,12.236389
Saarbruecken,Saarbrücken Airport,SCN,49.2145996094,7.10950994492
Stuttgart,Stuttgart Airport,STR,48.6898994446,9.22196006775
Berlin,Berlin-Tegel Airport,TXL,52.5597,13.2877
Hannover,Hannover Airport,HAJ,52.461101532,9.68507957458
Bremen,Bremen Airport,BRE,53.0475006104,8.78666973114
Hahn,Frankfurt-Hahn Airport,HHN,49.9487,7.26389
Mannheim,Mannheim-City Airport,MHG,49.473057,8.514167
Hamburg,Hamburg-Finkenwerder Airport,XFW,53.5352783203125,9.835556030273438
Luebeck,Lübeck Blankensee Airport,LBC,53.8054008484,10.7192001343
Paderborn,Paderborn Lippstadt Airport,PAD,51.6141014099,8.616319656369999
Dortmund,Dortmund Airport,DTM,51.51829910279999,7.61223983765
Augsburg,Augsburg Airport,AGB,48.425278,10.931667
Friedrichshafen,Friedrichshafen Airport,FDH,47.6712989807,9.51148986816
Zweibruecken,Zweibrücken Airport,ZQW,49.2094,7.40056
Kassel,Kassel-Calden Airport,KSF,51.417273,9.384967
Westerland,Westerland Sylt Airport,GWT,54.9132003784,8.34047031403
Kuressaare,Kuressaare Airport,URE,58.22990036010742,22.50950050354004
Tallinn-ulemiste International,Lennart Meri Tallinn Airport,TLL,59.41329956049999,24.8327999115
Tartu,Tartu Airport,TAY,58.3074989319,26.690399169900004
Helsinki,Helsinki Vantaa Airport,HEL,60.317199707031,24.963300704956
Ivalo,Ivalo Airport,IVL,68.607299804688,27.405300140381
Joensuu,Joensuu Airport,JOE,62.662899017334,29.607500076294
Jyvaskyla,Jyvaskyla Airport,JYV,62.399501800537,25.678300857544
Kemi,Kemi-Tornio Airport,KEM,65.778701782227,24.582099914551
Kajaani,Kajaani Airport,KAJ,64.285499572754,27.692399978638
Kruunupyy,Kokkola-Pietarsaari Airport,KOK,63.721199035645,23.143100738525
Kuusamo,Kuusamo Airport,KAO,65.987602233887,29.239400863647
Kittila,Kittilä Airport,KTT,67.700996398926,24.846799850464
Kuopio,Kuopio Airport,KUO,63.007099151611,27.797800064087
Lappeenranta,Lappeenranta Airport,LPP,61.044601,28.144743
Mariehamn,Mariehamn Airport,MHQ,60.122200012207,19.898199081421
Oulu,Oulu Airport,OUL,64.930099487305,25.354600906372
Pori,Pori Airport,POR,61.461700439453,21.799999237061
Rovaniemi,Rovaniemi Airport,RVN,66.564796447754,25.830400466919
Savonlinna,Savonlinna Airport,SVL,61.943099975586,28.945100784302
Tampere,Tampere-Pirkkala Airport,TMP,61.414100646973,23.604400634766
Turku,Turku Airport,TKU,60.514099121094,22.262800216675
Vaasa,Vaasa Airport,VAA,63.050701141357,21.762199401855
Belfast,Belfast International Airport,BFS,54.6575012207,-6.21582984924
Belfast,George Best Belfast City Airport,BHD,54.61809921264648,-5.872499942779541
Londonderry,City of Derry Airport,LDY,55.04280090332031,-7.161109924316406
Birmingham,Birmingham International Airport,BHX,52.4538993835,-1.74802994728
Golouchestershire,Gloucestershire Airport,GLO,51.89419937133789,-2.167220115661621
Manchester,Manchester Airport,MAN,53.35369873046875,-2.2749500274658203
Newquai,Newquay Cornwall Airport,NQY,50.44060134887695,-4.995409965515137
Cardiff,Cardiff International Airport,CWL,51.39670181274414,-3.343329906463623
Bristol,Bristol Airport,BRS,51.382702,-2.71909
Liverpool,Liverpool John Lennon Airport,LPL,53.33359909057617,-2.849720001220703
London,London Luton Airport,LTN,51.874698638916016,-0.3683330118656158
Bournemouth,Bournemouth Airport,BOH,50.77999877929688,-1.8424999713897705
Southampton,Southampton Airport,SOU,50.95029830932617,-1.3567999601364136
Alderney,Alderney Airport,ACI,49.706104,-2.21472
Guernsey,Guernsey Airport,GCI,49.435001373291016,-2.601969957351685
Jersey,Jersey Airport,JER,49.20790100097656,-2.195509910583496
London,London Gatwick Airport,LGW,51.148102,-0.190278
London,London City Airport,LCY,51.505299,0.055278
London,London Heathrow Airport,LHR,51.4706,-0.461941
Southend,Southend Airport,SEN,51.5713996887207,0.6955559849739075
Blackpool,Blackpool International Airport,BLK,53.77170181274414,-3.0286099910736084
Humberside,Humberside Airport,HUY,53.57440185546875,-0.350832998752594
Leeds,Leeds Bradford Airport,LBA,53.86589813232422,-1.6605700254440308
Hawarden,Hawarden Airport,CEG,53.1781005859375,-2.977780103683472
Isle Of Man,Isle of Man Airport,IOM,54.08330154418945,-4.623889923095703
Newcastle,Newcastle Airport,NCL,55.03749847412109,-1.6916699409484863
Teesside,Durham Tees Valley Airport,MME,54.50920104980469,-1.4294099807739258
East Midlands,East Midlands Airport,EMA,52.8311004639,-1.32806003094
Kirkwall,Kirkwall Airport,KOI,58.957801818847656,-2.9049999713897705
Sumburgh,Sumburgh Airport,LSI,59.87889862060547,-1.295560002326965
Wick,Wick Airport,WIC,58.45890045166016,-3.09306001663208
Aberdeen,Aberdeen Dyce Airport,ABZ,57.20190048217773,-2.197779893875122
Inverness,Inverness Airport,INV,57.54249954223633,-4.047500133514404
Glasgow,Glasgow International Airport,GLA,55.8718986511,-4.43306016922
Edinburgh,Edinburgh Airport,EDI,55.95000076293945,-3.372499942779541
Islay,Islay Airport,ILY,55.68190002441406,-6.256669998168945
Prestwick,Glasgow Prestwick Airport,PIK,55.5093994140625,-4.586669921875
Benbecula,Benbecula Airport,BEB,57.48109817504883,-7.362780094146728
Dundee,Dundee Airport,DND,56.45249938964844,-3.025830030441284
Stornoway,Stornoway Airport,SYY,58.215599060058594,-6.331110000610352
Tiree,Tiree Airport,TRE,56.49919891357422,-6.869170188903809
Norwich,Norwich International Airport,NWI,52.6758003235,1.28278005123
London,London Stansted Airport,STN,51.8849983215,0.234999999404
Exeter,Exeter International Airport,EXT,50.73440170288086,-3.4138898849487305
Mount Pleasant,Mount Pleasant Airport,MPN,-51.82279968261719,-58.44720077514648
Amsterdam,Amsterdam Airport Schiphol,AMS,52.308601,4.76389
Maastricht,Maastricht Aachen Airport,MST,50.911701,5.77014
Eindhoven,Eindhoven Airport,EIN,51.4500999451,5.37452983856
Groningen,Eelde Airport,GRQ,53.1197013855,6.57944011688
Rotterdam,Rotterdam The Hague Airport,RTM,51.956902,4.43722
Cork,Cork Airport,ORK,51.84130096435547,-8.491109848022461
Dublin,Dublin Airport,DUB,53.421299,-6.27007
Connaught,Ireland West Knock Airport,NOC,53.910301208496094,-8.818490028381348
Kerry,Kerry Airport,KIR,52.18090057373047,-9.52377986907959
Shannon,Shannon Airport,SNN,52.702,-8.92482
Waterford,Waterford Airport,WAT,52.187198638916016,-7.086959838867188
Aarhus,Aarhus Airport,AAR,56.2999992371,10.619000434899998
Billund,Billund Airport,BLL,55.7402992249,9.15178012848
Copenhagen,Copenhagen Kastrup Airport,CPH,55.617900848389,12.656000137329
Esbjerg,Esbjerg Airport,EBJ,55.525902,8.5534
Karup,Karup Airport,KRP,56.29750061035156,9.124629974365234
Ronne,Bornholm Airport,RNN,55.06330108642578,14.759599685668944
Soenderborg,Sønderborg Airport,SGD,54.96440124511719,9.791729927062988
Vagar,Vagar Airport,FAE,62.0635986328125,-7.277219772338867
Aalborg,Aalborg Airport,AAL,57.0927589138,9.84924316406
Luxemburg,Luxembourg-Findel International Airport,LUX,49.6233333,6.2044444
Alesund,Ålesund Airport,AES,62.5625,6.119699954986572
Andoya,Andøya Airport,ANX,69.292503356934,16.144199371338
Alta,Alta Airport,ALF,69.976097106934,23.371700286865
Bronnoysund,Brønnøysund Airport,BNN,65.461097717285,12.217499732971
Bodo,Bodø Airport,BOO,67.26920318603516,14.365300178527832
Bergen,Bergen Airport Flesland,BGO,60.29339981,5.218140125
Batsfjord,Båtsfjord Airport,BJF,70.60050201416,29.691400527954
Kristiansand,Kristiansand Airport,KRS,58.204201,8.08537
Bardufoss,Bardufoss Airport,BDU,69.055801391602,18.540399551392
Harstad/Narvik,"Harstad/Narvik Airport, Evenes",EVE,68.491302490234,16.678100585938
Fagernes,Leirin Airport,VDB,61.015598297119,9.2880601882935
Floro,Florø Airport,FRO,61.583599090576,5.0247201919556
Oslo,Oslo Lufthavn,OSL,60.121,11.0502
Haugesund,Haugesund Airport,HAU,59.34529876709,5.2083601951599
Hasvik,Hasvik Airport,HAA,70.486701965332,22.139699935913
Kristiansund,Kristiansund Airport (Kvernberget),KSU,63.111801147461,7.824520111084
Kirkenes,Kirkenes Airport (Høybuktmoen),KKN,69.725799560547,29.891300201416
Molde,Molde Airport,MOL,62.744701385498,7.2624998092651
Mosjoen,Mosjøen Airport (Kjærstad),MJF,65.783996582031,13.214900016785
Lakselv,Banak Airport,LKL,70.068801879883,24.973499298096
Orland,Ørland Airport,OLA,63.69889831542969,9.604000091552734
Roros,Røros Airport,RRS,62.578399658203,11.342300415039
Rygge,"Moss Airport, Rygge",RYG,59.378817,10.785439
Svalbard,"Svalbard Airport, Longyear",LYR,78.246101379395,15.465600013733
Skien,Skien Airport,SKE,59.185001373291016,9.566940307617188
Stord,Stord Airport,SRP,59.791900634765625,5.340849876403809
Sandnessjoen,Sandnessjøen Airport (Stokka),SSJ,65.956802368164,12.468899726868
Tromso,"Tromsø Airport,",TOS,69.68329620361328,18.91889953613281
Sandefjord,"Sandefjord Airport, Torp",TRF,59.1866989136,10.258600235
Trondheim,Trondheim Airport Værnes,TRD,63.4578018,10.9239998
Stavanger,Stavanger Airport Sola,SVG,58.876701354,5.6377801895
Gdansk,Gdańsk Lech Wałęsa Airport,GDN,54.37760162353516,18.46619987487793
Krakow,Kraków John Paul II International Airport,KRK,50.077702,19.7848
Katowice,Katowice International Airport,KTW,50.4743,19.08
Poznan,Poznań-Ławica Airport,POZ,52.4210014343,16.8262996674
Rzeszow,Rzeszów-Jasionka Airport,RZE,50.1100006104,22.0189990997
Szczecin,"Szczecin-Goleniów ""Solidarność"" Airport",SZZ,53.584701538100006,14.9021997452
Warsaw,Warsaw Chopin Airport,WAW,52.1656990051,20.9671001434
Wroclaw,Copernicus Wrocław Airport,WRO,51.1026992798,16.885799408
Ronneby,Ronneby Airport,RNB,56.266700744629,15.265000343323
Gothenborg,Gothenburg-Landvetter Airport,GOT,57.662799835205,12.279800415039
Joenkoeping,Jönköping Airport,JKG,57.757598876953125,14.068699836730955
Gothenborg,Gothenburg City Airport,GSE,57.7747,11.8704
Trollhattan,Trollhättan-Vänersborg Airport,THN,58.31809997558594,12.345000267028809
Mora,Mora Airport,MXX,60.957901,14.5114
Stockholm,Stockholm Skavsta Airport,NYO,58.78860092163086,16.912200927734375
Kristianstad,Kristianstad Airport,KID,55.92169952392578,14.08549976348877
Kalkmar,Kalmar Airport,KLR,56.68550109863281,16.287599563598633
Malmoe,Malmö Sturup Airport,MMX,55.536305364,13.3761978149
Halmstad,Halmstad Airport,HAD,56.69110107421875,12.820199966430664
Vaxjo,Växjö Kronoberg Airport,VXO,56.92910003662109,14.727999687194824
Sveg,Sveg Airport,EVG,62.04779815673828,14.422900199890137
Gallivare,Gällivare Airport,GEV,67.13240051269531,20.814599990844727
Kramfors,Kramfors Sollefteå Airport,KRF,63.04859924316406,17.76889991760254
Lycksele,Lycksele Airport,LYC,64.54830169677734,18.71619987487793
Sundsvall,Sundsvall-Härnösand Airport,SDL,62.528099060058594,17.443899154663086
Ornskoldsvik,Örnsköldsvik Airport,OER,63.40829849243164,18.989999771118164
Kiruna,Kiruna Airport,KRN,67.821998596191,20.336799621582
Skelleftea,Skellefteå Airport,SFT,64.62480163574219,21.07690048217773
Umea,Umeå Airport,UME,63.791801452637,20.282800674438
Vilhelmina,Vilhelmina Airport,VHM,64.5791015625,16.833599090576172
Arvidsjaur,Arvidsjaur Airport,AJR,65.59030151367188,19.28190040588379
Orebro,Örebro Airport,ORB,59.22370147705078,15.038000106811523
Vasteras,Stockholm Västerås Airport,VST,59.58940124511719,16.63360023498535
Lulea,Luleå Airport,LLA,65.543800354004,22.121999740601
Stockholm,Stockholm-Arlanda Airport,ARN,59.651901245117,17.918600082397
Stockholm,Stockholm-Bromma Airport,BMA,59.354400634765625,17.941699981689453
Borlange,Borlange Airport,BLE,60.422000885009766,15.515199661254885
Linkoeping,Linköping City Airport,LPI,58.4062004089,15.6805000305
Norrkoeping,Norrköping Airport,NRK,58.58629989624024,16.250600814819336
Visby,Visby Airport,VBY,57.662799835205,18.346200942993
Laage,Rostock-Laage Airport,RLG,53.9182014465,12.2783002853
Bloemfontein,Bram Fischer International Airport,BFN,-29.0926990509,26.302400589
Cape Town,Cape Town International Airport,CPT,-33.9648017883,18.6016998291
Durban,King Shaka International Airport,DUR,-29.6144444444,31.1197222222
East London,Ben Schoeman Airport,ELS,-33.0355987549,27.8258991241
George,George Airport,GRJ,-34.0056,22.378902
Hoedspruit,Hoedspruit Air Force Base Airport,HDS,-24.3686008453,31.0487003326
Johannesburg,OR Tambo International Airport,JNB,-26.1392,28.246
Kimberley,Kimberley Airport,KIM,-28.802799224900003,24.7651996613
Johannesburg,Lanseria Airport,HLA,-25.9384994507,27.9260997772
